Year,Team,name_last,name_first,RetroID,G,GS,Outs,IP,R,ER,ERA,W,L,SV,PA,AB,H,DB,TP,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,TB,GDP,HBP,SH,SF,IBB,PlatoonStats,PctVsLHP,AVG_L,OBP_L,SLG_L,PA_L,AB_L,H_L,DB_L,TP_L,HR_L,RBI_L,BB_L,SO_L,TB_L,GDP_L,HBP_L,SH_L,SF_L,IBB_L,AVG_R,OBP_R,SLG_R,PA_R,AB_R,H_R,DB_R,TP_R,HR_R,RBI_R,BB_R,SO_R,TB_R,GDP_R,HBP_R,SH_R,SF_R,IBB_R,Baserunning,SB,CS,SBPct,SBO,JumpPct,SB2,CS2,SB3,CS3,SBH,CSH,PkO,POCS
1987,CLE,Carlton,Steve,carls001,23,14,327,109,76,65,5.37,5,9,1,493,418,111,19,3,17,65,9,2,63,71,0.266,0.361,0.447,187,13,2,6,4,3,,19,0.244,0.323,0.39,94,82,20,4,1,2,8,9,16,32,6,1,1,1,0,0.271,0.371,0.461,399,336,91,15,2,15,57,54,55,155,7,1,5,3,3,,9,2,81.8,195,5.64,7,2,2,0,0,0,2,0
1987,CLE,Easterly,Jamie,eastj001,16,0,95,31.2,17,16,4.55,1,1,0,137,119,26,4,0,4,20,4,0,13,22,0.218,0.296,0.353,42,1,1,2,2,1,,39,0.17,0.264,0.34,54,47,8,2,0,2,6,5,11,16,0,1,1,0,0,0.25,0.317,0.361,83,72,18,2,0,2,14,8,11,26,1,0,1,2,1,,4,0,100,62,6.45,4,0,0,0,0,0,0,0
1987,CLE,Farrell,John,farrj001,10,9,207,69,29,26,3.39,5,1,0,297,266,68,14,2,7,24,2,3,22,28,0.256,0.323,0.402,107,5,5,3,1,1,,55,0.271,0.36,0.429,162,140,38,9,2,3,13,19,12,60,1,1,1,1,1,0.238,0.278,0.373,135,126,30,5,0,4,11,3,16,47,4,4,2,0,0,,2,3,40,112,4.46,2,3,0,0,0,0,3,0
1987,CLE,Gordon,Don,gordd001,21,0,119,39.2,31,18,4.08,0,3,1,185,166,49,13,2,3,33,2,2,12,20,0.295,0.353,0.452,75,5,4,1,2,3,,46,0.24,0.318,0.36,85,75,18,7,1,0,13,7,11,27,2,2,0,1,2,0.341,0.384,0.527,100,91,31,6,1,3,20,5,9,48,3,2,1,1,1,,2,2,50,83,4.82,1,2,1,0,0,0,2,0
1987,CLE,Huismann,Mark,huism001,20,0,106,35.1,22,20,5.09,2,3,2,151,140,38,8,1,6,32,1,1,8,23,0.271,0.307,0.471,66,1,0,1,2,0,,46,0.284,0.304,0.478,70,67,19,5,1,2,10,2,8,32,0,0,1,0,0,0.26,0.309,0.466,81,73,19,3,0,4,22,6,15,34,1,0,0,2,0,,1,1,50,59,3.39,1,1,0,0,0,0,1,0
1987,CLE,Jones,Doug,joned001,49,0,274,91.1,45,32,3.15,6,5,8,400,360,101,14,0,4,62,3,0,24,87,0.281,0.332,0.353,127,9,6,5,5,5,,51,0.269,0.31,0.317,205,186,50,6,0,1,28,12,40,59,5,1,2,4,5,0.293,0.354,0.391,195,174,51,8,0,3,34,12,47,68,4,5,3,1,0,,3,0,100,174,1.72,3,0,0,0,0,0,0,0
1987,CLE,Kaiser,Jeff,kaisj001,2,0,10,3.1,6,6,16.2,0,0,0,18,14,4,2,0,1,7,0,0,3,2,0.286,0.444,0.643,9,0,1,0,0,0,,61,0.429,0.636,0.714,11,7,3,2,0,0,4,3,1,5,0,1,0,0,0,0.143,0.143,0.571,7,7,1,0,0,1,3,0,1,4,0,0,0,0,0,,0,0,NULL,4,0,0,0,0,0,0,0,0,0
1987,CLE,Niekro,Phil,niekp001,22,22,371,123.2,83,81,5.89,7,11,0,561,497,142,29,4,18,69,10,7,53,57,0.286,0.356,0.469,233,2,4,2,5,1,,55,0.311,0.382,0.491,310,273,85,16,3,9,39,30,24,134,1,3,1,3,0,0.254,0.324,0.442,251,224,57,13,1,9,30,23,33,99,1,1,1,2,1,,10,7,58.8,200,8.5,10,5,0,2,0,0,7,0
1987,CLE,Ritter,Reggie,rittr001,14,0,80,26.2,21,18,6.08,1,1,0,130,110,33,5,1,5,22,2,1,16,11,0.3,0.386,0.5,55,1,0,3,1,1,,48,0.339,0.397,0.482,63,56,19,5,0,1,8,6,5,27,0,0,0,1,1,0.259,0.375,0.519,67,54,14,0,1,4,14,10,6,28,1,0,3,0,0,,2,1,66.7,48,6.25,2,0,0,0,0,1,1,1
1987,CLE,Schrom,Ken,schrk001,32,29,461,153.2,126,111,6.5,6,13,0,695,620,185,37,3,29,110,12,6,57,61,0.298,0.357,0.508,315,10,3,9,6,1,,52,0.314,0.361,0.545,364,325,102,18,3,17,56,27,30,177,5,0,7,5,1,0.281,0.353,0.468,331,295,83,19,0,12,54,30,31,138,5,3,2,1,0,,12,6,66.7,247,7.29,11,6,1,0,0,0,6,0
1987,CLE,Stewart,Sammy,stews001,25,0,81,27,22,17,5.67,4,2,3,130,107,25,3,0,4,17,4,0,21,25,0.234,0.362,0.374,40,2,1,0,1,1,,45,0.167,0.322,0.25,59,48,8,1,0,1,2,10,13,12,1,1,0,0,1,0.288,0.394,0.475,71,59,17,2,0,3,15,11,12,28,1,0,0,1,0,,4,0,100,63,6.35,3,0,1,0,0,0,0,0
1987,CLE,Swindell,Greg,swing001,16,15,307,102.1,62,58,5.1,3,8,0,441,396,112,17,1,18,57,5,9,37,97,0.283,0.343,0.467,185,6,1,4,3,1,,16,0.309,0.333,0.574,72,68,21,6,0,4,17,3,13,39,2,0,0,1,0,0.277,0.345,0.445,369,328,91,11,1,14,40,34,84,146,4,1,4,2,1,,5,9,35.7,155,9.03,5,8,0,1,0,0,9,2
1987,CLE,Vande Berg,Ed,vande001,55,0,217,72.1,42,41,5.1,1,0,0,321,295,96,11,2,9,55,2,3,21,40,0.325,0.364,0.468,138,10,0,0,5,2,,45,0.279,0.322,0.324,146,136,38,6,0,0,19,9,18,44,4,0,0,1,0,0.365,0.4,0.591,175,159,58,5,2,9,36,12,22,94,6,0,0,4,2,,2,3,40,142,3.52,2,3,0,0,0,0,3,0
1987,CLE,Waddell,Tom,waddt001,6,0,17,5.2,10,9,14.29,0,1,0,32,24,7,2,0,1,7,2,0,7,6,0.292,0.469,0.5,12,0,1,0,0,0,,38,0.286,0.583,0.286,12,7,2,0,0,0,0,5,2,2,0,0,0,0,0,0.294,0.4,0.588,20,17,5,2,0,1,7,2,4,10,0,1,0,0,0,,2,0,100,14,14.29,1,0,1,0,0,0,0,0
1987,CLE,Wills,Frank,willf002,6,0,16,5.1,3,3,5.06,0,1,1,26,17,3,0,0,0,5,1,0,7,4,0.176,0.4,0.176,3,0,0,1,1,0,,31,0.167,0.375,0.167,8,6,1,0,0,0,1,2,0,1,0,0,0,0,0,0.182,0.412,0.182,18,11,2,0,0,0,4,5,4,2,0,0,1,1,0,,1,0,100,16,6.25,1,0,0,0,0,0,0,0
1987,CLE,Yett,Rich,yettr001,37,11,293,97.2,63,57,5.25,3,9,1,432,373,96,17,3,21,54,3,6,49,59,0.257,0.347,0.488,182,7,3,4,2,3,,47,0.242,0.333,0.376,205,178,43,7,1,5,22,24,29,67,5,1,1,1,3,0.272,0.359,0.59,227,195,53,10,2,16,32,25,30,115,2,2,3,1,0,,3,6,33.3,161,5.59,3,4,0,2,0,0,6,0
1987,DET,Alexander,Doyle,alexd001,11,11,265,88.1,16,15,1.53,9,0,0,340,313,63,8,1,3,13,5,3,26,44,0.201,0.263,0.262,82,10,0,1,0,0,,50,0.199,0.288,0.258,170,151,30,4,1,1,7,19,21,39,5,0,0,0,0,0.204,0.237,0.265,170,162,33,4,0,2,6,7,23,43,5,0,1,0,0,,5,3,62.5,110,7.27,5,3,0,0,0,0,3,0
1987,DET,Henneman,Mike,hennm001,55,0,290,96.2,36,32,2.98,11,3,7,399,362,86,13,2,8,39,2,3,30,75,0.238,0.3,0.351,127,9,3,2,2,5,,48,0.24,0.326,0.409,193,171,41,7,2,6,20,20,29,70,3,2,0,0,3,0.236,0.275,0.298,206,191,45,6,0,2,19,10,46,57,6,1,2,2,2,,2,3,40,155,3.23,2,3,0,0,0,0,3,0
1987,DET,Hernandez,Willie,hernw001,45,0,147,49,27,20,3.67,3,4,8,217,192,53,7,3,8,35,2,1,20,30,0.276,0.34,0.469,90,4,0,2,3,7,,36,0.243,0.286,0.386,79,70,17,2,1,2,13,5,10,27,2,0,2,2,0,0.295,0.37,0.516,138,122,36,5,2,6,22,15,20,63,2,0,0,1,7,,2,1,66.7,87,3.45,1,1,1,0,0,0,1,0
1987,DET,Kelly,Bryan,kellb001,5,0,32,10.2,6,6,5.06,0,1,0,50,42,12,2,0,2,3,1,0,7,10,0.286,0.388,0.476,20,1,0,1,0,4,,50,0.381,0.48,0.762,25,21,8,2,0,2,3,4,4,16,0,0,0,0,2,0.19,0.292,0.19,25,21,4,0,0,0,0,3,6,4,1,0,1,0,2,,1,0,100,22,4.55,1,0,0,0,0,0,0,0
1987,DET,King,Eric,kinge001,55,4,348,116,67,63,4.89,6,9,9,513,443,111,16,1,15,60,12,3,60,89,0.251,0.343,0.393,174,10,4,3,3,10,,52,0.243,0.34,0.361,267,230,56,10,1,5,25,32,47,83,7,2,2,1,5,0.258,0.347,0.427,246,213,55,6,0,10,35,28,42,91,3,2,1,2,5,,12,3,80,201,7.46,11,3,1,0,0,0,3,0
1987,DET,Madden,Morris,maddm003,2,0,5,1.2,3,3,16.2,0,0,0,12,9,4,1,0,0,2,0,0,3,0,0.444,0.583,0.556,5,0,0,0,0,1,,50,0.25,0.5,0.5,6,4,1,1,0,0,1,2,0,2,0,0,0,0,0,0.6,0.667,0.6,6,5,3,0,0,0,1,1,0,3,0,0,0,0,1,,0,0,NULL,7,0,0,0,0,0,0,0,0,0
1987,DET,Morris,Jack,morrj001,34,34,798,266,111,100,3.38,18,11,0,1101,996,227,29,8,39,98,31,9,93,208,0.228,0.293,0.391,389,11,1,6,5,7,,54,0.236,0.313,0.441,600,533,126,17,4,28,68,61,94,235,5,0,3,3,6,0.218,0.269,0.333,501,463,101,12,4,11,30,32,114,154,6,1,3,2,1,,31,9,77.5,345,11.59,30,7,1,2,0,0,9,0
1987,DET,Noles,Dickie,noled001,4,0,6,2,1,1,4.5,0,0,2,9,8,2,0,1,0,3,0,0,1,0,0.25,0.333,0.5,4,0,0,0,0,0,,44,0,0.25,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.4,0.8,5,5,2,0,1,0,3,0,0,4,0,0,0,0,0,,0,0,NULL,2,0,0,0,0,0,0,0,0,0
1987,DET,Petry,Dan,petrd001,30,21,404,134.2,101,84,5.61,9,7,0,628,531,148,26,3,22,82,19,6,76,93,0.279,0.375,0.463,246,13,10,4,7,5,,48,0.27,0.366,0.43,304,256,69,13,2,8,40,40,41,110,6,2,1,5,5,0.287,0.383,0.495,324,275,79,13,1,14,42,36,52,136,7,8,3,2,0,,19,6,76,254,9.84,18,4,1,2,0,0,6,0
1987,DET,Robinson,Jeff,robij002,29,21,382,127.1,86,76,5.37,9,6,0,569,504,132,22,3,16,74,9,5,54,98,0.262,0.34,0.413,208,9,7,2,2,3,,56,0.228,0.311,0.395,320,281,64,14,3,9,39,35,47,111,5,0,2,2,3,0.305,0.378,0.435,249,223,68,8,0,7,35,19,51,97,4,7,0,0,0,,9,5,64.3,206,6.8,9,4,0,0,0,1,5,0
1987,DET,Snell,Nate,sneln001,22,2,116,38.2,20,17,3.96,1,2,0,168,146,39,6,2,5,26,0,1,19,19,0.267,0.349,0.438,64,6,0,2,1,3,,44,0.281,0.365,0.563,74,64,18,4,1,4,15,9,1,36,1,0,0,1,1,0.256,0.337,0.341,94,82,21,2,1,1,11,10,18,28,5,0,2,0,2,,0,1,0,65,1.54,0,0,0,1,0,0,1,0
1987,DET,Tanana,Frank,tanaf001,34,34,656,218.2,106,95,3.91,15,10,0,924,844,216,37,6,27,94,23,6,56,146,0.256,0.302,0.41,346,18,5,8,11,5,,16,0.236,0.296,0.364,152,140,33,4,1,4,12,11,32,51,1,1,0,0,0,0.26,0.304,0.419,772,704,183,33,5,23,82,45,114,295,17,4,8,11,5,,23,6,79.3,324,8.95,15,5,8,0,0,1,6,1
1987,DET,Terrell,Walt,terrw001,35,35,734,244.2,123,110,4.05,17,10,0,1057,947,254,50,4,30,109,9,5,94,143,0.268,0.333,0.424,402,25,3,3,10,7,,50,0.257,0.326,0.419,533,475,122,26,3,15,57,49,69,199,11,2,2,5,4,0.28,0.34,0.43,524,472,132,24,1,15,52,45,74,203,14,1,1,5,3,,9,5,64.3,382,3.66,8,5,1,0,0,0,5,0
1987,DET,Thurmond,Mark,thurm001,48,0,185,61.2,32,29,4.23,0,1,5,280,251,83,15,2,5,52,5,1,24,21,0.331,0.384,0.466,117,13,0,1,4,4,,37,0.275,0.33,0.363,103,91,25,5,0,1,20,9,10,33,4,0,0,3,1,0.362,0.415,0.525,177,160,58,10,2,4,32,15,11,84,9,0,1,1,3,,5,1,83.3,141,4.26,3,1,2,0,0,0,1,0
1987,HOU,Agosto,Juan,agosj001,27,0,82,27.1,12,8,2.63,1,1,2,118,105,26,3,1,1,14,4,0,10,6,0.248,0.313,0.324,34,2,0,3,0,1,,28,0.214,0.313,0.214,33,28,6,0,0,0,5,4,3,6,1,0,1,0,0,0.26,0.313,0.364,85,77,20,3,1,1,9,6,3,28,1,0,2,0,1,,4,0,100,49,8.16,4,0,0,0,0,0,0,0
1987,HOU,Andersen,Larry,andel001,67,0,305,101.2,46,39,3.45,9,5,5,440,385,95,19,3,7,42,8,1,41,94,0.247,0.319,0.366,141,7,2,7,4,10,,51,0.232,0.324,0.342,224,190,44,12,0,3,22,26,40,65,1,1,4,2,8,0.262,0.315,0.39,216,195,51,7,3,4,20,15,54,76,6,1,3,2,2,,8,1,88.9,157,5.73,8,0,0,1,0,0,1,0
1987,HOU,Childress,Rocky,chilr001,32,0,145,48.1,17,16,2.98,1,2,0,201,177,46,6,2,4,25,3,1,18,26,0.26,0.323,0.384,68,3,0,3,3,6,,49,0.294,0.365,0.494,98,85,25,4,2,3,13,10,10,42,2,0,2,1,5,0.228,0.284,0.283,103,92,21,2,0,1,12,8,16,26,1,0,1,2,1,,3,1,75,81,4.94,3,1,0,0,0,0,1,0
1987,HOU,Darwin,Danny,darwd001,33,30,587,195.2,87,78,3.59,9,10,0,833,748,184,35,5,17,69,28,7,69,134,0.246,0.313,0.374,280,9,5,8,3,12,,49,0.268,0.343,0.436,412,369,99,19,5,11,38,41,54,161,4,1,1,0,7,0.224,0.283,0.314,421,379,85,16,0,6,31,28,80,119,5,4,7,3,5,,28,7,80,307,11.4,25,4,2,1,1,2,7,0
1987,HOU,Deshaies,Jim,deshj001,26,25,456,152,81,78,4.62,11,6,0,648,579,149,26,3,22,69,18,14,57,104,0.257,0.322,0.427,247,5,0,9,3,7,,18,0.263,0.345,0.404,114,99,26,8,0,2,7,13,15,40,1,0,1,1,0,0.256,0.317,0.431,534,480,123,18,3,20,62,44,89,207,4,0,8,2,7,,18,14,56.3,233,13.73,16,11,2,2,0,1,14,4
1987,HOU,Heathcock,Jeff,heatj001,19,2,128,42.2,15,15,3.16,4,2,1,174,159,44,6,4,4,16,3,1,9,15,0.277,0.314,0.44,70,4,1,2,3,1,,48,0.373,0.402,0.56,83,75,28,5,3,1,7,4,1,42,1,1,1,2,0,0.19,0.233,0.333,91,84,16,1,1,3,9,5,14,28,3,0,1,1,1,,3,1,75,54,7.41,3,0,0,0,0,1,1,0
1987,HOU,Hernandez,Manny,hernm001,6,3,65,21.2,15,13,5.4,0,4,0,95,83,25,4,2,1,14,4,0,5,12,0.301,0.341,0.434,36,2,1,4,2,1,,59,0.375,0.404,0.563,56,48,18,2,2,1,8,2,5,27,1,1,4,1,1,0.2,0.256,0.257,39,35,7,2,0,0,6,3,7,9,1,0,0,1,0,,4,0,100,37,10.81,3,0,1,0,0,0,0,0
1987,HOU,Kerfeld,Charlie,kerfc001,21,0,89,29.2,22,22,6.67,0,2,0,137,110,34,8,1,3,21,6,1,21,17,0.309,0.421,0.482,53,5,1,4,1,2,,42,0.325,0.5,0.625,58,40,13,3,0,3,11,14,2,25,4,1,2,1,2,0.3,0.364,0.4,79,70,21,5,1,0,10,7,15,28,1,0,2,0,0,,6,1,85.7,52,13.46,6,1,0,0,0,0,1,0
1987,HOU,Knepper,Bob,knepb001,33,31,533,177.2,118,104,5.27,8,17,0,792,723,226,37,11,26,105,16,7,54,76,0.313,0.362,0.502,363,21,4,7,4,3,,16,0.282,0.317,0.419,125,117,33,3,2,3,13,5,17,49,4,1,2,0,0,0.318,0.37,0.518,667,606,193,34,9,23,92,49,59,314,17,3,5,4,3,,16,7,69.6,277,8.3,12,6,4,1,0,0,7,1
1987,HOU,Lopez,Aurelio,lopea001,26,0,114,38,22,19,4.5,2,1,1,164,143,39,6,1,6,29,5,3,12,21,0.273,0.333,0.455,65,1,2,5,2,0,,46,0.292,0.37,0.415,76,65,19,2,0,2,12,6,10,27,0,2,3,0,0,0.256,0.302,0.487,88,78,20,4,1,4,17,6,11,38,1,0,2,2,0,,5,3,62.5,52,15.38,5,3,0,0,0,0,3,1
1987,HOU,Mallicoat,Rob,mallr001,4,1,20,6.2,5,5,6.75,0,0,0,31,25,8,0,0,0,5,4,2,6,4,0.32,0.452,0.32,8,0,0,0,0,0,,26,0,0.25,0,8,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0.421,0.522,0.421,23,19,8,0,0,0,5,4,2,8,0,0,0,0,0,,4,2,66.7,11,54.55,2,2,2,0,0,0,2,1
1987,HOU,Mathis,Ron,mathr001,8,0,36,12,8,7,5.25,0,1,0,55,43,10,3,0,2,5,2,1,11,8,0.233,0.389,0.442,19,0,0,1,0,0,,44,0.25,0.375,0.5,24,20,5,2,0,1,2,4,6,10,0,0,0,0,0,0.217,0.4,0.391,31,23,5,1,0,1,3,7,2,9,0,0,1,0,0,,2,1,66.7,23,13.04,1,0,1,0,0,1,1,0
1987,HOU,Meads,Dave,meadd001,45,0,146,48.2,31,30,5.55,5,3,0,209,187,60,8,4,8,30,4,1,16,32,0.321,0.372,0.535,100,8,1,2,3,2,,30,0.268,0.317,0.411,62,56,15,2,0,2,7,4,11,23,2,0,2,0,0,0.344,0.395,0.588,147,131,45,6,4,6,23,12,21,77,6,1,0,3,2,,4,1,80,82,6.1,4,1,0,0,0,0,1,0
1987,HOU,Ryan,Nolan,ryann001,34,34,635,211.2,75,65,2.76,8,16,0,873,771,154,23,3,14,65,45,7,87,270,0.2,0.284,0.292,225,6,4,9,1,2,,53,0.21,0.299,0.287,461,404,85,7,3,6,31,51,135,116,4,0,5,0,2,0.188,0.267,0.297,412,367,69,16,0,8,34,36,135,109,2,4,4,1,0,,45,7,86.5,279,18.64,43,4,2,3,0,0,7,0
1987,HOU,Scott,Mike,scotm001,36,36,743,247.2,94,89,3.23,16,13,0,1010,916,199,33,4,21,88,39,7,79,233,0.217,0.281,0.331,303,10,4,8,3,6,,55,0.235,0.3,0.335,560,507,119,16,4,9,48,46,99,170,5,2,4,1,5,0.196,0.258,0.325,450,409,80,17,0,12,40,33,134,133,5,2,4,2,1,,39,7,84.8,317,14.51,37,5,2,2,0,0,7,0
1987,HOU,Smith,Dave,smitd001,50,0,180,60,13,11,1.65,2,3,24,240,214,39,6,2,0,25,8,0,21,73,0.182,0.257,0.229,49,2,1,3,1,8,,54,0.204,0.297,0.239,129,113,23,2,1,0,11,15,25,27,2,0,1,0,6,0.158,0.211,0.218,111,101,16,4,1,0,14,6,48,22,0,1,2,1,2,,8,0,100,88,9.09,8,0,0,0,0,0,0,0
1987,HOU,Solano,Julio,solaj001,11,0,60,20,17,17,7.65,0,0,0,94,84,25,2,2,5,19,2,1,9,12,0.298,0.366,0.548,46,0,0,1,0,0,,33,0.241,0.29,0.517,31,29,7,0,1,2,6,2,5,15,0,0,0,0,0,0.327,0.403,0.564,63,55,18,2,1,3,13,7,7,31,0,0,1,0,0,,2,1,66.7,36,8.33,2,1,0,0,0,0,1,0
1987,KCA,Anderson,Rick,ander001,6,2,39,13,22,20,13.85,0,2,0,77,66,26,8,0,3,20,5,0,9,12,0.394,0.481,0.652,43,0,2,0,0,1,,43,0.44,0.576,0.64,33,25,11,2,0,1,5,7,5,16,0,1,0,0,1,0.366,0.409,0.659,44,41,15,6,0,2,15,2,7,27,0,1,0,0,0,,5,0,100,36,13.89,5,0,0,0,0,0,0,0
1987,KCA,Black,Buddy,blacb001,29,18,367,122.1,63,49,3.6,8,6,1,520,475,126,19,6,16,56,16,4,35,61,0.265,0.32,0.432,205,13,5,1,3,2,,24,0.231,0.278,0.393,126,117,27,5,1,4,15,8,19,46,0,0,0,1,1,0.277,0.334,0.444,394,358,99,14,5,12,41,27,42,159,13,5,1,2,1,,16,4,80,188,10.64,11,4,5,0,0,0,4,2
1987,KCA,Davis,John,davij003,27,0,131,43.2,12,11,2.27,5,2,2,181,149,29,6,1,0,17,6,2,26,24,0.195,0.315,0.248,37,5,2,0,4,4,,45,0.242,0.358,0.288,81,66,16,3,0,0,8,13,11,19,1,0,0,2,4,0.157,0.28,0.217,100,83,13,3,1,0,9,13,13,18,4,2,0,2,0,,6,2,75,67,11.94,6,2,0,0,0,0,2,0
1987,KCA,Farr,Steve,farrs001,47,0,273,91,48,42,4.15,4,3,1,408,358,97,19,3,9,59,18,7,44,88,0.271,0.351,0.416,149,5,2,0,3,4,,41,0.274,0.369,0.432,169,146,40,7,2,4,22,22,34,63,2,0,0,0,3,0.269,0.339,0.406,239,212,57,12,1,5,37,22,54,86,3,2,0,3,1,,18,7,72,168,14.88,15,7,3,0,0,0,7,0
1987,KCA,Garber,Gene,garbg001,13,0,43,14.1,5,4,2.51,0,0,8,55,53,13,4,0,1,5,2,1,1,3,0.245,0.273,0.377,20,2,1,0,0,0,,45,0.25,0.28,0.417,25,24,6,1,0,1,3,0,2,10,0,1,0,0,0,0.241,0.267,0.345,30,29,7,3,0,0,2,1,1,10,2,0,0,0,0,,2,1,66.7,24,12.5,2,1,0,0,0,0,1,0
1987,KCA,Gleaton,Jerry Don,gleaj001,48,0,152,50.2,28,24,4.26,4,4,5,210,176,38,5,1,4,25,2,4,28,44,0.216,0.319,0.324,57,3,0,3,3,3,,34,0.206,0.282,0.302,72,63,13,3,0,1,8,7,17,19,2,0,1,1,0,0.221,0.338,0.336,138,113,25,2,1,3,17,21,27,38,1,0,2,2,3,,2,4,33.3,89,6.74,2,4,0,0,0,0,4,2
1987,KCA,Gubicza,Mark,gubim001,35,35,725,241.2,114,107,3.98,13,18,0,1036,893,231,38,10,18,90,23,15,120,166,0.259,0.347,0.384,343,35,6,6,11,3,,57,0.26,0.35,0.385,595,512,133,20,7,10,57,72,83,197,20,2,3,6,3,0.257,0.342,0.383,441,381,98,18,3,8,33,48,83,146,15,4,3,5,0,,23,15,60.5,364,10.44,23,13,0,1,0,1,15,0
1987,KCA,Gumpert,Dave,gumpd001,8,0,58,19.1,16,13,6.05,0,0,0,88,81,27,5,1,3,18,0,2,6,13,0.333,0.375,0.531,43,2,0,0,1,0,,34,0.321,0.367,0.464,30,28,9,4,0,0,6,2,2,13,1,0,0,0,0,0.34,0.379,0.566,58,53,18,1,1,3,12,4,11,30,1,0,0,1,0,,0,2,0,34,5.88,0,1,0,1,0,0,2,0
1987,KCA,Jackson,Danny,jackd001,36,34,672,224,115,100,4.02,9,18,0,981,849,219,37,10,11,99,16,9,109,152,0.258,0.345,0.364,309,20,7,8,7,1,,18,0.28,0.333,0.348,177,161,45,8,0,1,21,14,45,56,2,0,0,2,0,0.253,0.347,0.368,804,688,174,29,10,10,78,95,107,253,18,7,8,5,1,,16,9,64,377,6.63,16,8,0,1,0,0,9,0
1987,KCA,Leibrandt,Charlie,leibc001,35,35,721,240.1,104,91,3.41,16,11,0,1015,929,235,50,5,23,89,16,8,74,151,0.253,0.307,0.392,364,9,1,5,5,2,,17,0.232,0.273,0.31,168,155,36,4,1,2,12,9,23,48,0,0,3,1,0,0.257,0.314,0.408,847,774,199,46,4,21,77,65,128,316,9,1,2,4,2,,16,8,66.7,342,7.02,14,7,2,1,0,0,8,1
1987,KCA,Perez,Melido,perem001,3,3,31,10.1,12,9,7.84,1,1,0,53,48,18,5,0,2,10,2,1,5,5,0.375,0.434,0.604,29,1,0,0,0,0,,66,0.375,0.429,0.5,35,32,12,4,0,0,5,3,2,16,1,0,0,0,0,0.375,0.444,0.813,18,16,6,1,0,2,5,2,3,13,0,0,0,0,0,,2,1,66.7,24,12.5,1,1,1,0,0,0,1,0
1987,KCA,Quisenberry,Dan,quisd001,47,0,147,49,15,15,2.76,4,1,8,215,202,58,14,2,3,37,4,1,10,17,0.287,0.322,0.421,85,3,1,1,1,3,,51,0.32,0.364,0.466,110,103,33,7,1,2,21,7,11,48,3,0,0,0,2,0.253,0.279,0.374,105,99,25,7,1,1,16,3,6,37,0,1,1,1,1,,4,1,80,86,5.81,4,1,0,0,0,0,1,0
1987,KCA,Saberhagen,Bret,sabeb001,33,33,771,257,99,96,3.36,18,10,0,1048,975,246,49,7,27,90,10,10,53,163,0.252,0.294,0.4,390,19,6,8,5,2,,53,0.243,0.29,0.396,557,515,125,30,2,15,47,34,104,204,6,1,5,2,2,0.263,0.298,0.404,491,460,121,19,5,12,43,19,59,186,13,5,3,3,0,,10,10,50,347,5.76,10,9,0,1,0,0,10,1
1987,KCA,Shirley,Bob,shirb001,3,0,22,7.1,12,12,14.73,0,0,0,37,31,10,1,0,5,12,0,0,6,1,0.323,0.432,0.839,26,0,0,0,0,0,,27,0.5,0.6,1.25,10,8,4,0,0,2,6,2,0,10,0,0,0,0,0,0.261,0.37,0.696,27,23,6,1,0,3,6,4,1,16,0,0,0,0,0,,0,0,NULL,14,0,0,0,0,0,0,0,0,0
1987,KCA,Stoddard,Bob,stodb001,17,2,120,40,26,19,4.28,1,3,1,190,163,51,6,2,3,20,4,2,22,23,0.313,0.402,0.429,70,4,3,1,1,2,,43,0.254,0.346,0.352,81,71,18,2,1,1,9,10,9,25,1,0,0,0,2,0.359,0.444,0.489,109,92,33,4,1,2,11,12,14,45,3,3,1,1,0,,4,2,66.7,88,6.82,4,2,0,0,0,0,2,0
1987,LAN,Belcher,Tim,belct001,6,5,102,34,11,9,2.38,4,2,0,135,125,30,4,0,2,9,3,2,7,23,0.24,0.278,0.32,40,3,0,2,1,0,,53,0.286,0.343,0.349,71,63,18,1,0,1,5,6,11,22,0,0,1,1,0,0.194,0.206,0.29,64,62,12,3,0,1,4,1,12,18,3,0,1,0,0,,3,2,60,45,11.11,3,2,0,0,0,0,2,0
1987,LAN,Crews,Tim,crewt001,20,0,87,29,9,8,2.48,1,1,3,124,112,30,7,0,2,14,0,0,8,20,0.268,0.325,0.384,43,2,2,1,1,1,,50,0.211,0.246,0.351,62,57,12,2,0,2,8,3,8,20,2,0,1,1,1,0.327,0.403,0.418,62,55,18,5,0,0,6,5,12,23,0,2,0,0,0,,0,0,NULL,50,0,0,0,0,0,0,0,0,0
1987,LAN,Davis,Ron,davir001,4,0,12,4,4,3,6.75,0,0,0,25,17,7,1,0,0,3,1,0,6,1,0.412,0.56,0.471,8,2,1,0,1,2,,40,0.5,0.7,0.5,10,6,3,0,0,0,1,3,0,3,1,1,0,0,0,0.364,0.467,0.455,15,11,4,1,0,0,2,3,1,5,1,0,0,1,2,,1,0,100,9,11.11,1,0,0,0,0,0,0,0
